,AGE,ATTRITION,BUSINESS_TRAVEL,DISTANCE_FROM_HOME,EDUCATION,EDUCATION_FIELD,ENVIRONMENT_SATISFACTION,GENDER,JOB_INVOLVEMENT,JOB_LEVEL,JOB_ROLE,JOB_SATISFACTION,MARITAL_STATUS,MONTHLY_INCOME,MONTHLY_RATE,NUM_COMPANIES_WORKED,OVER_TIME,PERCENT_SALARY_HIKE,PERFORMANCE_RATING,RELATIONSHIP_SATISFACTION,STOCK_OPTION_LEVEL,TOTAL_WORKING_YEARS,TRAINING_TIMES_LAST_YEAR,WORK_LIFE_BALANCE,YEARS_AT_COMPANY,YEARS_SINCE_LAST_PROMOTION,YEARS_WITH_CURR_MANAGER,DATE_BIRTH,REMOTE_WORK
386,28,No,,12,3,,12,1,3,3,manufacturing_director,2,,10007.0,8039,0,,17,3.0,2,3,,3,2.0,9,1,7,1995,yes
387,43,No,travel_frequently,27,3,life_sciences,3,1,3,3,manufacturing_director,1,married,10007.0,11535,8,No,11,3.0,3,1,18.0,1,3.0,8,0,1,1980,no
388,39,Yes,travel_frequently,2,3,life_sciences,1,0,3,4,healthcare_representative,4,,15341.0,13547,7,No,11,3.0,4,3,21.0,4,3.0,18,11,5,1984,no
389,40,No,travel_rarely,14,3,,3,0,2,5,research_director,3,,19132.0,17544,1,No,14,,1,0,,2,,20,4,9,1983,yes
390,29,No,travel_rarely,8,1,medical,2,0,2,2,manufacturing_director,4,married,5304.0,17689,1,,15,3.0,3,1,10.0,2,2.0,10,1,2,1994,yes
391,40,No,,32,4,,2,1,3,3,research_director,3,,13499.0,13782,9,No,17,3.0,3,0,20.0,3,2.0,18,2,13,1983,no
392,26,No,travel_rarely,3,4,,1,0,4,1,laboratory_technician,4,,2683.0,13421,1,,22,4.0,2,1,8.0,2,3.0,8,0,7,1997,yes
393,35,No,travel_rarely,2,3,,3,0,2,3,manufacturing_director,2,divorced,10007.0,19588,2,No,18,3.0,2,1,15.0,2,4.0,7,6,4,1988,yes
394,53,No,,7,2,medical,4,1,3,5,manager,3,divorced,19132.0,18640,3,No,18,3.0,2,1,26.0,6,3.0,7,4,7,1970,no
395,35,No,,17,4,life_sciences,3,0,3,2,sales_executive,1,,5304.0,21026,3,,15,3.0,4,3,15.0,2,3.0,7,1,7,1988,yes
396,33,No,,25,3,medical,2,1,3,2,sales_executive,3,,5304.0,4905,1,No,12,3.0,1,1,,3,2.0,10,0,1,1990,yes
397,36,No,,6,4,life_sciences,3,0,1,1,laboratory_technician,3,divorced,2683.0,6865,1,No,14,3.0,3,1,,4,3.0,7,1,7,1987,yes
398,30,No,travel_rarely,7,4,life_sciences,3,0,3,2,laboratory_technician,3,divorced,3491.0,11309,1,,13,,1,3,,4,2.0,10,8,9,1993,yes
399,60,No,,29,4,,29,0,4,2,sales_executive,4,divorced,5220.0,10893,0,,18,3.0,2,1,12.0,3,3.0,11,1,9,1963,yes
400,32,No,,2,2,life_sciences,4,1,3,2,research_scientist,3,single,5304.0,2338,4,Yes,14,3.0,4,0,10.0,2,3.0,8,0,7,1991,no
401,36,No,,1,3,technical_degree,3,1,1,3,manufacturing_director,1,divorced,10252.0,4235,2,Yes,21,4.0,3,1,17.0,2,3.0,7,7,7,1987,yes
402,27,No,travel_rarely,14,3,,1,0,3,1,research_scientist,1,,2683.0,14377,1,,14,3.0,4,2,,3,2.0,9,6,8,1996,yes
403,43,No,,3,3,life_sciences,3,0,1,5,research_director,4,,19740.0,18625,3,No,14,3.0,2,1,,2,3.0,8,0,7,1980,yes
404,29,No,travel_rarely,1,3,,4,1,2,4,research_director,4,divorced,15341.0,3423,3,No,14,3.0,2,2,9.0,2,2.0,7,1,7,1994,yes
405,59,No,,24,4,,24,0,3,3,manufacturing_director,4,single,10007.0,20002,6,No,12,3.0,4,0,,6,2.0,9,5,4,1964,no
406,43,No,travel_rarely,4,4,marketing,4,1,2,3,sales_executive,4,single,10007.0,20364,3,No,14,3.0,4,0,23.0,3,4.0,21,15,17,1980,yes
407,44,Yes,travel_rarely,15,3,medical,1,1,3,3,healthcare_representative,4,married,10007.0,14075,1,,11,3.0,4,1,,2,3.0,10,0,5,1979,yes
408,29,Yes,,7,3,technical_degree,2,1,3,1,laboratory_technician,3,divorced,2683.0,17285,3,Yes,13,3.0,1,2,10.0,2,3.0,7,7,7,1994,yes
409,32,No,travel_rarely,8,3,,3,0,4,2,sales_executive,4,married,6209.0,11693,1,,15,3.0,3,2,,4,4.0,10,0,8,1991,no
410,36,No,travel_rarely,10,4,technical_degree,4,1,3,3,healthcare_representative,3,married,7094.0,5747,3,No,12,3.0,1,0,,0,3.0,7,1,7,1987,yes
411,52,Yes,,5,3,,2,0,3,3,sales_executive,2,single,10007.0,21534,9,Yes,19,3.0,3,0,,2,2.0,8,7,7,1971,yes
412,39,No,travel_rarely,33,2,,1,0,3,2,manufacturing_director,3,single,4534.0,13352,0,,11,3.0,1,0,,6,,8,1,7,1984,yes
413,34,No,,9,3,,4,0,3,3,healthcare_representative,4,,8500.0,5494,0,,11,,4,1,10.0,0,2.0,9,1,6,1989,yes
414,38,No,,2,2,life_sciences,2,1,3,2,sales_executive,1,,5304.0,19461,3,,15,3.0,4,1,11.0,3,3.0,7,1,7,1985,yes
415,36,No,travel_frequently,12,3,marketing,12,1,4,2,sales_executive,1,married,4639.0,2261,2,No,16,3.0,4,1,,2,2.0,15,6,13,1987,yes
416,35,No,,1,3,,4,1,2,2,laboratory_technician,4,,5363.0,10846,0,No,12,3.0,2,1,10.0,0,3.0,9,0,0,1988,no
417,55,Yes,,13,4,,1,0,4,4,sales_executive,3,,15341.0,9277,6,,17,3.0,3,0,,2,2.0,19,3,8,1968,yes
418,34,No,,29,3,,2,0,3,2,laboratory_technician,3,,5304.0,17491,4,,13,3.0,1,2,10.0,1,3.0,8,7,7,1989,no
419,43,No,,6,3,medical,1,1,2,2,research_scientist,3,single,4081.0,20003,1,Yes,14,3.0,1,0,20.0,3,1.0,20,1,8,1980,no
420,42,No,travel_rarely,10,3,human_resources,3,1,3,4,manager,1,married,15341.0,16616,0,,14,3.0,3,1,21.0,5,3.0,20,0,9,1981,no
421,26,No,travel_rarely,7,3,,3,0,4,1,laboratory_technician,1,single,3578.0,23577,0,No,12,3.0,4,0,8.0,2,3.0,7,0,7,1997,yes
422,29,Yes,,14,1,other,3,1,3,3,healthcare_representative,4,single,10007.0,22930,0,Yes,12,3.0,1,0,,1,3.0,8,7,7,1994,yes
423,54,No,,1,3,,4,1,3,4,research_director,4,,17328.0,5652,6,,19,3.0,4,0,29.0,3,2.0,20,12,7,1969,no
424,55,No,,1,4,,2,0,4,4,research_director,4,divorced,15341.0,12414,2,No,13,3.0,4,2,31.0,4,4.0,7,0,0,1968,yes
425,40,No,non-travel,9,4,other,3,0,3,2,laboratory_technician,3,,5304.0,23099,3,No,11,3.0,3,2,11.0,2,,8,0,7,1983,yes
426,31,No,,8,2,,1,0,3,3,sales_executive,4,divorced,10793.0,8386,1,,18,,1,1,13.0,5,3.0,13,9,9,1992,yes
427,46,Yes,,9,3,marketing,1,0,3,3,sales_executive,4,divorced,10007.0,15986,4,No,11,3.0,1,1,28.0,1,4.0,7,4,3,1977,yes
428,45,No,travel_rarely,20,3,medical,2,0,1,3,healthcare_representative,1,,10851.0,19863,2,Yes,18,3.0,2,1,,2,3.0,7,0,7,1978,no
429,49,No,travel_rarely,7,4,life_sciences,3,0,3,3,healthcare_representative,2,divorced,10466.0,20948,3,,14,3.0,2,2,29.0,3,3.0,8,0,7,1974,no
430,29,No,travel_rarely,19,3,,3,0,2,2,sales_executive,3,,5304.0,23757,1,,14,3.0,3,2,10.0,3,3.0,10,0,4,1994,yes
431,29,Yes,,1,4,technical_degree,1,0,2,1,research_scientist,1,single,2362.0,7568,6,No,13,3.0,3,0,,2,1.0,9,0,7,1994,yes
432,29,No,,8,1,other,3,1,1,2,healthcare_representative,1,,5304.0,7288,3,No,13,3.0,3,1,9.0,3,3.0,7,0,7,1994,yes
433,40,No,travel_rarely,6,2,,3,0,3,4,manager,4,single,15341.0,17381,1,Yes,21,4.0,4,0,21.0,2,3.0,21,7,7,1983,yes
434,48,No,,16,4,life_sciences,3,1,3,2,sales_executive,3,divorced,6439.0,13693,8,No,14,3.0,3,1,18.0,2,,8,7,7,1975,yes
435,53,Yes,,2,5,,3,1,2,3,manufacturing_director,4,married,10007.0,14618,0,,16,3.0,2,1,,4,3.0,33,1,9,1970,yes
436,44,No,,7,3,medical,2,1,3,5,research_director,4,,19132.0,3549,0,Yes,14,,4,1,,4,2.0,22,1,10,1979,no
437,45,No,,5,5,,3,1,1,2,laboratory_technician,1,,5769.0,23447,1,,14,3.0,1,0,10.0,3,3.0,10,1,4,1978,no
438,45,No,non-travel,26,3,marketing,1,0,2,2,sales_executive,1,,4385.0,24162,1,,15,,1,1,10.0,2,,10,4,5,1978,no
439,34,No,travel_frequently,10,4,,3,0,4,2,manufacturing_director,4,,5304.0,17000,1,,13,3.0,1,1,9.0,3,,9,7,2,1989,yes
440,39,No,,10,5,medical,2,0,3,2,manufacturing_director,1,,5304.0,3835,2,,13,3.0,4,3,,3,3.0,7,7,7,1984,no
441,27,No,,36,3,,36,0,2,1,laboratory_technician,1,divorced,4066.0,16290,1,No,11,3.0,1,2,7.0,3,3.0,7,0,7,1996,yes
442,45,No,travel_rarely,2,2,,4,1,2,2,manufacturing_director,4,divorced,5304.0,5388,1,,19,3.0,1,2,10.0,3,3.0,10,3,9,1978,yes
443,44,No,,1,5,,1,0,3,2,human_resources,4,married,5304.0,10503,4,Yes,11,3.0,3,0,14.0,3,3.0,10,0,2,1979,yes
444,25,No,,2,1,life_sciences,4,0,4,2,manufacturing_director,3,divorced,5206.0,4973,1,,17,3.0,3,2,7.0,6,3.0,7,0,7,1998,no
445,49,No,,1,3,,3,0,3,4,manager,3,single,15341.0,22384,4,,14,3.0,1,0,23.0,2,3.0,8,0,0,1974,yes
446,48,Yes,travel_frequently,7,2,,4,1,3,1,sales_representative,3,,2655.0,11740,2,,11,,3,2,19.0,3,3.0,9,7,7,1975,no
447,26,No,,7,3,medical,4,0,3,1,laboratory_technician,4,,2570.0,11925,1,No,20,4.0,3,0,7.0,5,3.0,7,5,7,1997,yes
448,44,No,travel_rarely,2,3,life_sciences,3,1,4,3,healthcare_representative,4,,10007.0,14810,1,,19,,2,1,,2,3.0,8,6,7,1979,yes
449,36,No,,2,4,,3,1,3,2,sales_representative,4,single,4502.0,7439,3,,15,,3,0,17.0,2,2.0,13,6,7,1987,yes
450,46,No,,13,4,,3,0,3,2,healthcare_representative,2,single,5304.0,9697,6,No,14,3.0,4,0,19.0,3,3.0,10,0,9,1977,yes
451,35,No,,27,4,life_sciences,4,0,3,2,manufacturing_director,3,married,5304.0,5151,2,,16,3.0,2,1,17.0,3,3.0,7,0,7,1988,yes
452,30,No,travel_frequently,2,4,,4,1,2,1,research_scientist,1,,4968.0,26427,0,,16,3.0,4,0,10.0,2,,9,0,7,1993,no
453,30,No,,15,2,marketing,3,0,2,3,sales_executive,1,,10007.0,3088,2,No,11,3.0,1,1,,2,3.0,7,1,7,1993,yes
454,33,No,non-travel,2,3,marketing,4,1,3,2,sales_executive,2,,5147.0,10697,8,No,15,3.0,4,0,13.0,2,2.0,11,1,7,1990,yes
455,32,No,,5,4,,2,0,3,1,research_scientist,2,single,2718.0,17674,2,No,14,3.0,2,0,12.0,3,3.0,7,0,7,1991,yes
456,43,No,travel_rarely,2,3,life_sciences,2,0,3,1,human_resources,4,,3539.0,5033,0,No,13,3.0,2,0,,5,3.0,9,1,8,1980,no
457,31,No,travel_rarely,29,4,marketing,1,1,2,2,sales_executive,4,,5468.0,13402,1,,14,3.0,1,2,,3,3.0,12,5,7,1992,yes
458,35,Yes,,27,3,,3,0,3,2,sales_executive,4,,5813.0,13492,1,,18,3.0,4,0,,2,3.0,10,7,7,1988,no
459,35,No,non-travel,2,2,medical,2,0,3,2,manufacturing_director,4,divorced,5304.0,24442,2,No,14,3.0,3,1,15.0,6,3.0,7,1,7,1988,no
460,30,No,,10,3,medical,1,1,3,3,manufacturing_director,3,single,9667.0,2739,9,No,14,3.0,2,0,9.0,3,3.0,7,0,2,1993,no
461,46,Yes,travel_rarely,19,2,medical,4,1,3,2,healthcare_representative,2,married,5304.0,10842,4,No,22,4.0,4,1,13.0,2,4.0,9,3,7,1977,no
462,45,No,non-travel,2,4,,3,1,3,2,sales_executive,3,married,5154.0,19665,4,,22,4.0,2,2,10.0,3,4.0,8,5,7,1978,no
463,43,No,travel_frequently,2,4,life_sciences,1,0,3,2,sales_executive,4,married,5675.0,19246,1,,20,4.0,3,1,7.0,5,3.0,7,7,7,1980,no
464,46,Yes,,10,3,life_sciences,3,1,3,3,sales_executive,2,,7314.0,14011,5,,21,4.0,3,3,14.0,2,3.0,8,0,7,1977,yes
465,40,No,travel_rarely,1,4,,1,0,3,4,manager,1,,15341.0,18991,2,,11,3.0,1,1,22.0,3,,19,11,16,1983,yes
466,27,No,travel_rarely,2,2,,1,1,4,2,sales_executive,3,single,5304.0,26997,0,No,14,3.0,2,0,9.0,5,2.0,8,0,7,1996,no
467,42,No,,6,3,medical,3,0,3,3,research_director,1,married,10007.0,14842,9,No,13,3.0,2,1,18.0,3,4.0,13,5,7,1981,yes
468,26,No,travel_frequently,6,3,other,3,0,4,1,laboratory_technician,4,married,2683.0,7102,0,No,18,3.0,1,1,8.0,3,3.0,7,7,7,1997,yes
469,28,No,travel_frequently,1,2,life_sciences,3,0,2,2,sales_executive,4,married,5304.0,19255,1,,12,3.0,3,1,7.0,2,3.0,7,0,7,1995,yes
470,47,No,,14,4,,3,0,3,2,research_scientist,2,married,5304.0,2125,8,,18,3.0,3,1,,4,4.0,8,1,7,1976,no
471,34,No,travel_rarely,13,4,medical,4,0,3,3,sales_executive,3,divorced,10007.0,22914,1,No,18,3.0,3,1,9.0,2,2.0,8,1,1,1989,yes
472,26,No,,1,3,medical,3,0,3,1,laboratory_technician,1,single,2683.0,20006,0,No,13,3.0,4,0,8.0,6,,7,7,6,1997,yes
473,27,No,travel_rarely,9,3,,4,0,3,2,sales_executive,4,,5304.0,5099,1,,14,3.0,1,0,,5,,7,0,7,1996,no
474,31,Yes,travel_frequently,26,4,marketing,1,0,3,2,sales_executive,4,,5304.0,21075,1,Yes,11,3.0,3,0,10.0,4,3.0,10,0,8,1992,yes
475,33,No,travel_frequently,7,2,life_sciences,4,0,3,2,healthcare_representative,3,divorced,5304.0,18079,1,,20,,3,3,9.0,2,3.0,9,2,8,1990,yes
476,31,No,,10,3,,3,1,3,3,research_director,3,married,10007.0,26862,4,No,20,4.0,3,1,13.0,2,4.0,11,4,8,1992,yes
477,35,No,,9,4,medical,2,0,3,2,research_scientist,3,,5098.0,18698,1,No,19,3.0,2,0,10.0,5,3.0,10,0,8,1988,yes
478,33,No,travel_rarely,15,2,,2,1,3,2,healthcare_representative,4,married,5304.0,21653,0,Yes,13,,1,1,,6,3.0,9,8,1,1990,yes
479,39,No,travel_rarely,24,1,life_sciences,1,0,3,2,research_scientist,4,single,5304.0,5340,7,No,13,,1,0,,2,3.0,7,1,7,1984,no
480,36,No,travel_rarely,46,3,,46,1,2,3,sales_executive,4,married,10007.0,12695,0,No,19,3.0,3,2,10.0,2,3.0,9,3,4,1987,yes
481,41,No,travel_rarely,28,4,life_sciences,1,1,2,4,manufacturing_director,2,married,13570.0,5640,0,No,23,,3,1,21.0,3,3.0,20,0,10,1982,yes
482,34,No,,28,3,marketing,4,1,2,2,sales_executive,3,married,6712.0,8978,1,No,21,4.0,4,2,8.0,2,3.0,8,1,7,1989,no
483,38,No,travel_rarely,10,2,,1,1,3,2,sales_executive,4,married,5304.0,5982,1,No,11,3.0,3,1,10.0,1,3.0,10,1,9,1985,yes
484,39,No,travel_rarely,6,1,,4,0,2,3,healthcare_representative,1,,9991.0,21457,4,,15,3.0,1,1,,5,3.0,7,1,7,1984,yes
485,34,No,travel_rarely,7,4,,1,1,3,3,research_director,2,single,10007.0,21293,0,No,11,,3,0,,4,3.0,12,2,11,1989,no
486,44,No,travel_rarely,7,4,medical,1,1,2,3,healthcare_representative,4,married,10248.0,2094,3,,14,,4,1,24.0,4,3.0,22,5,17,1979,yes
487,46,No,,5,4,,1,0,3,2,sales_executive,4,single,5304.0,20445,4,,21,,3,0,14.0,4,3.0,9,0,8,1977,yes
488,41,No,travel_frequently,10,3,life_sciences,4,0,2,4,manager,1,divorced,15341.0,12888,4,,13,3.0,2,1,,2,2.0,7,7,7,1982,no
489,39,No,,2,4,,3,1,3,3,healthcare_representative,3,single,10938.0,6420,0,No,25,4.0,4,0,20.0,1,3.0,19,11,8,1984,no
490,42,No,travel_rarely,2,3,medical,4,1,2,1,laboratory_technician,1,divorced,2593.0,8007,0,Yes,11,3.0,3,1,10.0,4,3.0,9,7,8,1981,yes
491,33,No,travel_frequently,5,4,,4,1,3,3,manager,2,married,11878.0,23364,6,,11,,2,2,12.0,2,3.0,10,8,8,1990,yes
492,35,No,travel_rarely,5,4,technical_degree,3,0,3,3,manufacturing_director,2,single,8095.0,18264,0,No,13,3.0,4,0,17.0,5,3.0,16,0,13,1988,yes
493,33,Yes,travel_rarely,15,1,medical,2,0,3,3,manager,3,married,10007.0,24619,7,,12,3.0,4,0,15.0,2,4.0,7,7,7,1990,yes
494,40,No,travel_rarely,6,3,life_sciences,2,1,3,4,manufacturing_director,3,single,15341.0,20364,7,No,15,3.0,3,0,22.0,3,3.0,20,5,13,1983,no
495,41,No,travel_rarely,10,4,human_resources,2,0,2,5,manager,4,divorced,19132.0,8861,3,No,15,3.0,2,3,23.0,2,2.0,21,12,6,1982,no
496,27,No,,7,3,,4,1,2,2,healthcare_representative,1,,5304.0,23398,8,No,19,3.0,1,0,,2,1.0,7,0,7,1996,no
497,52,No,travel_rarely,3,4,marketing,3,0,2,4,manager,1,,16856.0,10084,1,,11,3.0,1,0,,3,4.0,34,1,16,1971,yes
498,51,No,travel_rarely,26,4,marketing,1,1,3,4,manager,3,married,15341.0,5594,2,No,14,3.0,3,1,,2,2.0,20,4,17,1972,no
499,47,No,travel_rarely,2,2,marketing,3,1,3,2,sales_executive,4,,4537.0,17783,0,,22,4.0,1,1,8.0,2,3.0,7,7,7,1976,yes
500,50,No,non-travel,2,4,,1,0,3,4,manager,1,divorced,17924.0,4544,1,,11,3.0,4,1,31.0,3,3.0,31,14,7,1973,no
501,35,No,travel_rarely,21,1,life_sciences,4,1,3,2,healthcare_representative,4,married,4014.0,19170,1,,25,4.0,4,1,10.0,2,1.0,10,0,7,1988,yes
502,39,No,travel_rarely,1,1,,4,1,2,4,manufacturing_director,4,married,12742.0,7060,1,No,16,3.0,3,1,,3,3.0,21,11,8,1984,yes
503,39,No,travel_frequently,22,3,medical,4,1,3,3,manufacturing_director,1,single,10007.0,5083,1,,13,3.0,3,0,,2,3.0,21,2,8,1984,no
504,41,No,,7,2,,2,1,4,1,research_scientist,3,,3376.0,18863,1,No,13,3.0,3,0,,3,3.0,10,0,8,1982,no
505,44,Yes,,1,2,medical,2,0,2,3,human_resources,1,married,10482.0,2326,9,No,14,,4,1,24.0,1,3.0,20,3,6,1979,yes
506,42,No,,2,2,medical,4,0,3,4,manager,1,,15341.0,14399,0,No,17,3.0,4,1,23.0,3,3.0,22,13,7,1981,no
507,52,No,travel_rarely,7,4,life_sciences,2,0,3,3,healthcare_representative,2,single,10007.0,15322,7,,19,3.0,4,0,18.0,4,,8,4,0,1971,yes
508,38,No,,1,3,,3,0,4,1,human_resources,3,,2683.0,6004,1,No,13,3.0,4,1,7.0,2,4.0,7,5,0,1985,yes
509,46,No,,1,2,life_sciences,4,1,3,1,human_resources,1,,2683.0,22957,6,,12,3.0,3,0,10.0,3,4.0,7,5,7,1977,yes
510,35,No,,4,4,life_sciences,3,0,3,2,research_scientist,3,single,4249.0,2690,1,,11,3.0,2,0,,3,3.0,9,1,1,1988,no
511,28,No,travel_rarely,29,1,life_sciences,3,0,1,2,manufacturing_director,2,married,6549.0,3173,1,,14,,2,2,8.0,2,2.0,8,1,7,1995,yes
512,44,No,,28,3,life_sciences,4,0,3,4,research_director,1,married,15341.0,22074,3,No,13,3.0,3,1,,1,4.0,20,14,17,1979,yes
513,50,No,,22,5,,3,0,1,4,research_director,4,,14411.0,24450,1,,13,3.0,4,0,,2,3.0,32,13,9,1973,no
514,55,No,travel_rarely,23,5,marketing,3,0,2,5,manager,4,,19586.0,23037,1,No,21,4.0,3,1,36.0,3,3.0,36,2,13,1968,yes
515,39,No,,6,3,,4,0,4,3,sales_executive,3,married,8237.0,4658,2,No,11,3.0,1,1,11.0,3,3.0,7,7,6,1984,yes
516,49,No,,13,4,,13,1,3,1,laboratory_technician,1,,3211.0,22102,1,,14,3.0,4,1,10.0,3,2.0,9,1,4,1974,yes
517,45,No,,28,2,technical_degree,4,1,2,4,research_director,2,single,16704.0,17119,1,,11,,3,0,21.0,2,3.0,21,8,6,1978,no
518,46,No,,2,3,,3,0,3,3,sales_executive,4,,10007.0,5596,4,,12,3.0,2,1,,5,2.0,10,0,3,1977,no
519,27,No,,15,3,,4,1,2,1,research_scientist,1,married,4774.0,23844,0,No,19,3.0,4,1,,2,,7,7,3,1996,no
520,42,No,travel_rarely,2,3,,1,0,3,5,manager,3,married,19132.0,17312,5,,11,3.0,1,0,24.0,2,2.0,22,4,14,1981,yes
521,49,No,,2,3,,4,0,2,2,sales_executive,2,married,5304.0,13243,2,,14,3.0,4,0,17.0,3,2.0,9,0,8,1974,yes
522,29,No,travel_rarely,15,2,life_sciences,4,1,2,2,laboratory_technician,3,single,5304.0,12682,0,Yes,12,3.0,4,0,10.0,3,3.0,9,0,8,1994,yes
523,34,No,non-travel,12,4,marketing,12,0,3,2,sales_executive,3,,4568.0,10034,0,No,20,4.0,3,0,,2,3.0,9,8,7,1989,no
524,37,No,,1,4,,1,0,2,2,manufacturing_director,3,divorced,5993.0,2689,1,No,18,3.0,3,1,,2,,7,0,7,1986,no
525,36,No,,11,3,,2,0,2,2,manufacturing_director,2,single,6499.0,22656,1,No,13,3.0,3,0,6.0,3,3.0,6,0,3,1987,yes
526,45,No,,29,3,,3,0,3,1,research_scientist,4,single,3452.0,9752,5,,13,3.0,2,0,9.0,2,2.0,6,0,3,1978,yes
527,29,No,travel_rarely,15,3,,3,0,3,1,research_scientist,4,,2683.0,22673,1,No,19,3.0,1,0,6.0,1,3.0,6,1,5,1994,no
528,26,No,,1,3,,3,1,3,2,manufacturing_director,2,,6397.0,26767,1,No,20,4.0,1,1,6.0,6,1.0,6,1,4,1997,no
529,28,No,,9,4,life_sciences,2,0,3,2,sales_executive,4,single,5304.0,20750,1,No,16,3.0,4,0,,1,3.0,7,0,7,1995,yes
530,42,No,travel_frequently,30,4,technical_degree,4,1,2,2,healthcare_representative,4,married,5304.0,4386,0,No,11,3.0,4,3,7.0,4,4.0,6,0,4,1981,yes
531,31,No,travel_rarely,2,1,life_sciences,2,0,3,2,sales_executive,4,,5304.0,8346,4,Yes,13,3.0,3,0,10.0,2,4.0,6,0,5,1992,yes
532,37,No,travel_rarely,47,3,,47,1,3,3,manufacturing_director,4,single,10007.0,23848,4,,17,3.0,4,0,,3,4.0,6,1,2,1986,yes
533,37,No,non-travel,9,4,,1,0,3,3,sales_executive,2,divorced,10007.0,24666,1,No,13,3.0,4,1,9.0,6,3.0,9,7,7,1986,no
534,37,No,travel_rarely,1,4,life_sciences,2,1,3,2,manufacturing_director,2,married,5304.0,15701,6,,12,3.0,2,1,8.0,2,2.0,6,4,3,1986,no
535,24,No,travel_rarely,23,3,medical,2,0,4,1,research_scientist,4,,2725.0,21630,1,,11,3.0,2,2,,3,3.0,6,1,4,1999,yes
536,50,No,,3,3,,1,0,3,5,manager,2,married,19132.0,7999,1,No,11,3.0,3,1,,2,3.0,32,10,7,1973,no
537,34,No,,1,2,life_sciences,2,0,2,1,research_scientist,4,,3622.0,22794,1,Yes,13,3.0,4,1,6.0,3,3.0,6,1,3,1989,yes
538,27,No,travel_frequently,3,1,medical,4,1,4,2,sales_executive,4,,5304.0,16673,1,,20,,2,2,,3,3.0,6,0,4,1996,no
539,25,No,,42,1,,42,1,3,2,sales_executive,4,single,6180.0,22807,1,No,23,4.0,2,0,6.0,5,2.0,6,1,4,1998,no
540,34,No,,25,3,other,4,0,3,2,sales_executive,4,single,6274.0,18686,1,No,22,4.0,3,0,6.0,5,3.0,6,1,4,1989,yes
541,34,No,,2,4,,3,1,2,1,research_scientist,1,,4381.0,7530,1,,11,,3,0,6.0,3,3.0,6,1,3,1989,yes
542,35,No,,7,3,other,3,0,3,3,manufacturing_director,3,single,10007.0,18869,3,No,21,4.0,2,0,17.0,3,4.0,8,1,6,1988,no
543,35,No,,16,1,medical,16,1,2,1,research_scientist,1,,2559.0,17852,1,,11,3.0,4,0,6.0,3,2.0,6,1,1,1988,no
544,33,No,,1,4,,3,1,4,2,healthcare_representative,2,married,5488.0,20161,1,Yes,13,3.0,1,1,,2,3.0,6,1,2,1990,yes
545,29,No,,28,4,life_sciences,3,1,3,1,research_scientist,4,divorced,2514.0,26968,4,No,22,4.0,1,1,11.0,1,3.0,7,1,7,1994,no
546,29,No,travel_frequently,10,3,,4,1,3,1,research_scientist,2,divorced,2683.0,17940,0,No,14,3.0,4,2,8.0,2,2.0,7,1,1,1994,yes
547,34,No,,9,1,life_sciences,2,1,3,2,sales_executive,3,married,5304.0,5829,1,,20,4.0,1,0,,3,2.0,6,1,3,1989,no
548,28,No,travel_rarely,19,4,medical,4,0,2,1,laboratory_technician,1,married,3196.0,12449,1,,12,3.0,3,3,6.0,2,3.0,6,3,3,1995,no
549,44,No,,2,1,life_sciences,1,1,4,1,research_scientist,4,married,2683.0,19982,1,,13,3.0,4,1,10.0,5,3.0,10,7,7,1979,no
550,31,No,travel_rarely,11,2,,3,0,3,2,healthcare_representative,1,married,5304.0,17089,1,Yes,12,,4,0,6.0,2,2.0,6,0,1,1992,no
551,26,No,,4,2,life_sciences,3,0,3,1,research_scientist,4,,2683.0,9973,1,Yes,20,4.0,2,0,,2,2.0,8,2,2,1997,no
552,47,No,travel_rarely,1,3,,1,0,3,1,research_scientist,4,,3420.0,10205,7,No,12,3.0,3,1,17.0,2,2.0,6,1,2,1976,yes
553,37,No,,5,2,,3,0,4,1,laboratory_technician,3,single,2683.0,25470,0,No,14,3.0,1,0,7.0,2,1.0,6,1,3,1986,no
554,32,No,,1,4,,4,0,3,2,research_scientist,1,married,4087.0,25174,4,,14,3.0,2,1,9.0,3,2.0,6,1,2,1991,yes
555,32,No,,2,3,medical,4,0,3,2,research_scientist,2,divorced,5304.0,25518,0,No,13,3.0,3,2,10.0,4,2.0,9,1,6,1991,yes
556,33,No,non-travel,16,3,life_sciences,3,1,3,2,sales_executive,4,,5368.0,16130,1,Yes,25,4.0,3,1,7.0,2,3.0,6,1,2,1990,no
557,47,Yes,,9,3,,3,0,1,4,sales_executive,3,married,12936.0,24164,7,No,11,,3,0,25.0,3,1.0,23,14,10,1976,yes
558,41,Yes,,1,2,,2,1,3,2,sales_executive,4,,5304.0,19479,8,Yes,11,3.0,1,0,8.0,0,1.0,6,0,5,1982,no
559,35,No,travel_rarely,16,3,medical,1,0,4,1,laboratory_technician,2,married,2683.0,16479,0,,13,3.0,3,1,6.0,5,3.0,5,0,3,1988,no
560,29,No,travel_rarely,2,3,life_sciences,3,0,3,1,research_scientist,2,married,2683.0,4956,0,No,23,4.0,4,1,,3,3.0,5,0,4,1994,no
561,32,No,travel_rarely,1,3,life_sciences,2,0,3,2,research_scientist,2,,5304.0,7346,1,No,17,3.0,2,2,10.0,3,3.0,10,0,9,1991,yes
